# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=2.08685e-07 to 53.857 h/Mpc,
# number of wavenumbers equal to 6836
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                
       6.863037883688e-03       8.295572111521e-02      -3.630820988724e+02      -3.632268375655e+02      -2.476739912139e-01      -7.934647371578e+01      -2.595655459993e+02      -3.467540773041e+02      -3.625706452593e+02      -3.624917796676e+02       3.996282285528e-01       3.996279746989e-01 
       6.869482620042e-03       8.171476276953e-02      -3.636963585113e+02      -3.638415459741e+02      -2.495766648684e-01      -7.940394292528e+01      -2.599186902082e+02      -3.473193332231e+02      -3.631837584426e+02      -3.631047612106e+02       3.995532529029e-01       3.995529986627e-01 
       6.875927730506e-03       8.046251108021e-02      -3.643110485554e+02      -3.644566858386e+02      -2.514568618563e-01      -7.946135953671e+01      -2.602718881249e+02      -3.478849251461e+02      -3.637973008382e+02      -3.637181718758e+02       3.994782839032e-01       3.994780292779e-01 
       6.882373214551e-03       7.920406672690e-02      -3.649261687279e+02      -3.650722568839e+02      -2.533087354825e-01      -7.951872356823e+01      -2.606251394313e+02      -3.484508527245e+02      -3.644112721703e+02      -3.643320113865e+02       3.994033215709e-01       3.994030665643e-01 
       6.888819071652e-03       7.794458214731e-02      -3.655417187523e+02      -3.656882588347e+02      -2.551265059153e-01      -7.957603503805e+01      -2.609784438095e+02      -3.490171156103e+02      -3.650256721632e+02      -3.649462794661e+02       3.993283659232e-01       3.993281105416e-01 
       6.895265301287e-03       7.668919318393e-02      -3.661576983528e+02      -3.663046914166e+02      -2.569045921638e-01      -7.963329396462e+01      -2.613318009429e+02      -3.495837134559e+02      -3.656405005421e+02      -3.655609758385e+02       3.992534169780e-01       3.992531612299e-01 
       6.901711902936e-03       7.544302653748e-02      -3.667741072523e+02      -3.669215543536e+02      -2.586375587279e-01      -7.969050036614e+01      -2.616852105138e+02      -3.501506459124e+02      -3.662557570306e+02      -3.661761002264e+02       3.991784747513e-01       3.991782186477e-01 
       6.908158876079e-03       7.421119515612e-02      -3.673909451754e+02      -3.675388473719e+02      -2.603201367185e-01      -7.974765426130e+01      -2.620386722069e+02      -3.507179126329e+02      -3.668714413545e+02      -3.667916523544e+02       3.991035392610e-01       3.991032828151e-01 
       6.914606220203e-03       7.299874433779e-02      -3.680082118457e+02      -3.681565701964e+02      -2.619472867016e-01      -7.980475566857e+01      -2.623921857060e+02      -3.512855132694e+02      -3.674875532381e+02      -3.674076319460e+02       3.990286105237e-01       3.990283537511e-01 
       6.921053934794e-03       7.181064812946e-02      -3.686259069884e+02      -3.687747225537e+02      -2.635141962780e-01      -7.986180460683e+01      -2.627457506968e+02      -3.518534474756e+02      -3.681040924077e+02      -3.680240387262e+02       3.989536885575e-01       3.989534314757e-01 
       6.927502019340e-03       7.065179850098e-02      -3.692440303283e+02      -3.693933041698e+02      -2.650162747219e-01      -7.991880109497e+01      -2.630993668648e+02      -3.524217149048e+02      -3.687210585888e+02      -3.686408724200e+02       3.988787733797e-01       3.988785160084e-01 
       6.933950473334e-03       6.952697720467e-02      -3.698625815867e+02      -3.700123147677e+02      -2.664492021142e-01      -7.997574515116e+01      -2.634530338938e+02      -3.529903152069e+02      -3.693384515040e+02      -3.692581327486e+02       3.988038650040e-01       3.988036073650e-01 
       6.940399296269e-03       6.844085851402e-02      -3.704815604905e+02      -3.706317540755e+02      -2.678089050871e-01      -8.003263679482e+01      -2.638067514719e+02      -3.535592480375e+02      -3.699562708811e+02      -3.698758194390e+02       3.987289634497e-01       3.987287055667e-01 
       6.946848487642e-03       6.739793349070e-02      -3.711009667634e+02      -3.712516218185e+02      -2.690916444540e-01      -8.008947604478e+01      -2.641605192852e+02      -3.541285130488e+02      -3.705745164447e+02      -3.704939322151e+02       3.986540687326e-01       3.986538106310e-01 
       6.953298046951e-03       6.640255514232e-02      -3.717208001305e+02      -3.718719177230e+02      -2.702939527246e-01      -8.014626292018e+01      -2.645143370213e+02      -3.546981098946e+02      -3.711931879209e+02      -3.711124708020e+02       3.985791808697e-01       3.985789225767e-01 
       6.959747973698e-03       6.545890716101e-02      -3.723410603171e+02      -3.724926415159e+02      -2.714126596168e-01      -8.020299744028e+01      -2.648682043682e+02      -3.552680382289e+02      -3.718122850360e+02      -3.717314349253e+02       3.985042998781e-01       3.985040414226e-01 
       6.966198267385e-03       6.457097855457e-02      -3.729617470496e+02      -3.731137929251e+02      -2.724449335344e-01      -8.025967962462e+01      -2.652221210155e+02      -3.558382977069e+02      -3.724318075175e+02      -3.723508243117e+02       3.984294257762e-01       3.984291671882e-01 
       6.972648927518e-03       6.374254570797e-02      -3.735828600497e+02      -3.737353716738e+02      -2.733882652450e-01      -8.031630949182e+01      -2.655760866494e+02      -3.564088879793e+02      -3.730517550882e+02      -3.729706386832e+02       3.983545585767e-01       3.983542998881e-01 
       6.979099953605e-03       6.297712962014e-02      -3.742043990438e+02      -3.743573774899e+02      -2.742405379303e-01      -8.037288706154e+01      -2.659301009604e+02      -3.569798087013e+02      -3.736721274755e+02      -3.735908777668e+02       3.982796982978e-01       3.982794395412e-01 
       6.985551345157e-03       6.227806704133e-02      -3.748263637580e+02      -3.749798101009e+02      -2.749999052652e-01      -8.042941235341e+01      -2.662841636385e+02      -3.575510595278e+02      -3.742929244066e+02      -3.742115412889e+02       3.982048449566e-01       3.982045861661e-01 
       6.992003101685e-03       6.164842204952e-02      -3.754487539178e+02      -3.756026692339e+02      -2.756649135519e-01      -8.048588538701e+01      -2.666382743743e+02      -3.581226401133e+02      -3.749141456080e+02      -3.748326289756e+02       3.981299985699e-01       3.981297397804e-01 
       6.998455222704e-03       6.109107730642e-02      -3.760715692476e+02      -3.762259546148e+02      -2.762343681406e-01      -8.054230618171e+01      -2.669924328578e+02      -3.586945501112e+02      -3.755357908053e+02      -3.754541405519e+02       3.980551591528e-01       3.980549004002e-01 
       7.004907707731e-03       6.060845754183e-02      -3.766948094733e+02      -3.768496659711e+02      -2.767076441053e-01      -8.059867475731e+01      -2.673466387804e+02      -3.592667891765e+02      -3.761578597255e+02      -3.760760757444e+02       3.979803267223e-01       3.979800680429e-01 
       7.011360556287e-03       6.020290812747e-02      -3.773184743209e+02      -3.774738030305e+02      -2.770842644901e-01      -8.065499113364e+01      -2.677008918342e+02      -3.598393569644e+02      -3.767803520957e+02      -3.766984342800e+02       3.979055012950e-01       3.979052427260e-01 
       7.017813767891e-03       5.987627317023e-02      -3.779425635169e+02      -3.780983655209e+02      -2.773643217783e-01      -8.071125533069e+01      -2.680551917117e+02      -3.604122531303e+02      -3.774032676435e+02      -3.773212158860e+02       3.978306828880e-01       3.978304244668e-01 
       7.024267342067e-03       5.963034793729e-02      -3.785670767861e+02      -3.787233531687e+02      -2.775480180597e-01      -8.076746736814e+01      -2.684095381051e+02      -3.609854773284e+02      -3.780266060950e+02      -3.779444202880e+02       3.977558715165e-01       3.977556132808e-01 
       7.030721278343e-03       5.946653272420e-02      -3.791920138560e+02      -3.793487657031e+02      -2.776360143981e-01      -8.082362726630e+01      -2.687639307084e+02      -3.615590292152e+02      -3.786503671787e+02      -3.785680472147e+02       3.976810671984e-01       3.976808091862e-01 
       7.037175576245e-03       5.938575986792e-02      -3.798173744516e+02      -3.799746028506e+02      -2.776294704043e-01      -8.087973504504e+01      -2.691183692147e+02      -3.621329084450e+02      -3.792745506208e+02      -3.791920963920e+02       3.976062699489e-01       3.976060121979e-01 
       7.043630235305e-03       5.938888840007e-02      -3.804431582995e+02      -3.806008643395e+02      -2.775296650222e-01      -8.093579072439e+01      -2.694728533184e+02      -3.627071146739e+02      -3.798991561492e+02      -3.798165675478e+02       3.975314797846e-01       3.975312223326e-01 
       7.050085255055e-03       5.947626116212e-02      -3.810693651265e+02      -3.812275498985e+02      -2.773384100542e-01      -8.099179432491e+01      -2.698273827145e+02      -3.632816475580e+02      -3.805241834919e+02      -3.804414604103e+02       3.974566967225e-01       3.974564396068e-01 
       7.056540635029e-03       5.964800796269e-02      -3.816959946596e+02      -3.818546592558e+02      -2.770577428275e-01      -8.104774586687e+01      -2.701819570984e+02      -3.638565067535e+02      -3.811496323769e+02      -3.810667747075e+02       3.973819207792e-01       3.973816640368e-01 
       7.062996374765e-03       5.990400370129e-02      -3.823230466242e+02      -3.824821921389e+02      -2.766899666219e-01      -8.110364537042e+01      -2.705365761651e+02      -3.644316919154e+02      -3.817755025312e+02      -3.816925101665e+02       3.973071519700e-01       3.973068956373e-01 
       7.069452473802e-03       6.024368262586e-02      -3.829505207476e+02      -3.831101482767e+02      -2.762378292290e-01      -8.115949285612e+01      -2.708912396112e+02      -3.650072027007e+02      -3.824017936831e+02      -3.823186665161e+02       3.972323903118e-01       3.972321344245e-01 
       7.075908931681e-03       6.066616606966e-02      -3.835784167576e+02      -3.837385273987e+02      -2.757043514754e-01      -8.121528834473e+01      -2.712459471340e+02      -3.655830387664e+02      -3.830285055618e+02      -3.829452434856e+02       3.971576358219e-01       3.971573804147e-01 
       7.082365747946e-03       6.117036144467e-02      -3.842067343792e+02      -3.843673292314e+02      -2.750927753514e-01      -8.127103185622e+01      -2.716006984291e+02      -3.661591997673e+02      -3.836556378935e+02      -3.835722408016e+02       3.970828885145e-01       3.970826336213e-01 
       7.088822922142e-03       6.175479936006e-02      -3.848354733402e+02      -3.849965535047e+02      -2.744066674633e-01      -8.132672341161e+01      -2.719554931948e+02      -3.667356853607e+02      -3.842831904072e+02      -3.841996581938e+02       3.970081484067e-01       3.970078940603e-01 
       7.095280453818e-03       6.241775533066e-02      -3.854646333685e+02      -3.856261999481e+02      -2.736498171150e-01      -8.138236303171e+01      -2.723103311297e+02      -3.673124952043e+02      -3.849111628324e+02      -3.848274953919e+02       3.969334155157e-01       3.969331617476e-01 
       7.101738342522e-03       6.315713219032e-02      -3.860942141906e+02      -3.862562682899e+02      -2.728263254921e-01      -8.143795073713e+01      -2.726652119319e+02      -3.678896289543e+02      -3.855395548966e+02      -3.854557521243e+02       3.968586898568e-01       3.968584366972e-01 
       7.108196587808e-03       6.397058433437e-02      -3.867242155336e+02      -3.868867582590e+02      -2.719404850166e-01      -8.149348654869e+01      -2.730201353003e+02      -3.684670862675e+02      -3.861683663285e+02      -3.860844281200e+02       3.967839714461e-01       3.967837189238e-01 
       7.114655189229e-03       6.485549209380e-02      -3.873546371267e+02      -3.875176695864e+02      -2.709967946086e-01      -8.154897048766e+01      -2.733751009355e+02      -3.690448668030e+02      -3.867975968585e+02      -3.867135231102e+02       3.967092603015e-01       3.967090084437e-01 
       7.121114146342e-03       6.580895067165e-02      -3.879854786972e+02      -3.881490020011e+02      -2.699999671557e-01      -8.160440257495e+01      -2.737301085373e+02      -3.696229702177e+02      -3.874272462152e+02      -3.873430368244e+02       3.966345564388e-01       3.966343052710e-01 
       7.127573458705e-03       6.682784691847e-02      -3.886167399724e+02      -3.887807552324e+02      -2.689548438118e-01      -8.165978283156e+01      -2.740851578061e+02      -3.702013961690e+02      -3.880573141274e+02      -3.879729689921e+02       3.965598598738e-01       3.965596094201e-01 
       7.134033125879e-03       6.790872132954e-02      -3.892484206789e+02      -3.894129290088e+02      -2.678664853479e-01      -8.171511127838e+01      -2.744402484419e+02      -3.707801443136e+02      -3.886878003231e+02      -3.886033193421e+02       3.964851706216e-01       3.964849209038e-01 
       7.140493147426e-03       6.904800241125e-02      -3.898805205460e+02      -3.900455230613e+02      -2.667400389147e-01      -8.177038793685e+01      -2.747953801473e+02      -3.713592143105e+02      -3.893187045330e+02      -3.892340876061e+02       3.964104886996e-01       3.964102397379e-01 
       7.146953522911e-03       7.024176085467e-02      -3.905130393021e+02      -3.906785371202e+02      -2.655808139835e-01      -8.182561282831e+01      -2.751505526243e+02      -3.719386058183e+02      -3.899500264868e+02      -3.898652735146e+02       3.963358141241e-01       3.963355659368e-01 
       7.153414251901e-03       7.148596816016e-02      -3.911459766746e+02      -3.913119709148e+02      -2.643941764943e-01      -8.188078597390e+01      -2.755057655748e+02      -3.725183184943e+02      -3.905817659134e+02      -3.904968767976e+02       3.962611469105e-01       3.962608995137e-01 
       7.159875333965e-03       7.277633029404e-02      -3.917793323921e+02      -3.919458241758e+02      -2.631855935308e-01      -8.193590739518e+01      -2.758610187022e+02      -3.730983519974e+02      -3.912139225429e+02      -3.911288971862e+02       3.961864870753e-01       3.961862404831e-01 
       7.166336768673e-03       7.410843002846e-02      -3.924131061830e+02      -3.925800966332e+02      -2.619605700278e-01      -8.199097711351e+01      -2.762163117096e+02      -3.736787059861e+02      -3.918464961051e+02      -3.917613344112e+02       3.961118346343e-01       3.961115888587e-01 
       7.172798555599e-03       7.547766345667e-02      -3.930472977759e+02      -3.932147880178e+02      -2.607246551373e-01      -8.204599515047e+01      -2.765716443011e+02      -3.742593801193e+02      -3.924794863301e+02      -3.923941882038e+02       3.960371896037e-01       3.960369446544e-01 
       7.179260694317e-03       7.687928538795e-02      -3.936819068987e+02      -3.938498980594e+02      -2.594834096239e-01      -8.210096152750e+01      -2.769270161805e+02      -3.748403740550e+02      -3.931128929473e+02      -3.930274582946e+02       3.959625519985e-01       3.959623078832e-01 
       7.185723184405e-03       7.830843290340e-02      -3.943169332812e+02      -3.944854264897e+02      -2.582423660163e-01      -8.215587626649e+01      -2.772824270535e+02      -3.754216874535e+02      -3.937467156881e+02      -3.936611444158e+02       3.958879218359e-01       3.958876785600e-01 
       7.192186025441e-03       7.976012586878e-02      -3.949523766526e+02      -3.951213730399e+02      -2.570070734752e-01      -8.221073938918e+01      -2.776378766254e+02      -3.760033199741e+02      -3.943809542829e+02      -3.942952462994e+02       3.958132991318e-01       3.958130566984e-01 
       7.198649217008e-03       8.122930648053e-02      -3.955882367407e+02      -3.957577374398e+02      -2.557829678239e-01      -8.226555091716e+01      -2.779933646014e+02      -3.765852712752e+02      -3.950156084613e+02      -3.949297636759e+02       3.957386839009e-01       3.957384423110e-01 
       7.205112758687e-03       8.271083172510e-02      -3.962245132748e+02      -3.963945194206e+02      -2.545754829270e-01      -8.232031087228e+01      -2.783488906878e+02      -3.771675410163e+02      -3.956506779540e+02      -3.955646962771e+02       3.956640761590e-01       3.956638354113e-01 
       7.211576650064e-03       8.419950287281e-02      -3.968612059842e+02      -3.970317187139e+02      -2.533899429790e-01      -8.237501927648e+01      -2.787044545915e+02      -3.777501288574e+02      -3.962861624920e+02      -3.962000438353e+02       3.955894759220e-01       3.955892360130e-01 
       7.218040890726e-03       8.569013847286e-02      -3.974983145992e+02      -3.976693350518e+02      -2.522314740479e-01      -8.242967615195e+01      -2.790600560203e+02      -3.783330344593e+02      -3.969220618071e+02      -3.968358060834e+02       3.955148832063e-01       3.955146441304e-01 
       7.224505480263e-03       8.717746660542e-02      -3.981358388481e+02      -3.983073681647e+02      -2.511052251993e-01      -8.248428152044e+01      -2.794156946812e+02      -3.789162574807e+02      -3.975583756290e+02      -3.974719827524e+02       3.954402980262e-01       3.954400597755e-01 
       7.230970418264e-03       8.865631734668e-02      -3.987737784608e+02      -3.989458177846e+02      -2.500160305365e-01      -8.253883540419e+01      -2.797713702825e+02      -3.794997975823e+02      -3.981951036895e+02      -3.981085735751e+02       3.953657203977e-01       3.953654829621e-01 
       7.237435704325e-03       9.012144901699e-02      -3.994121331657e+02      -3.995846836420e+02      -2.489687136116e-01      -8.259333782503e+01      -2.801270825321e+02      -3.800836544232e+02      -3.988322457184e+02      -3.987455782825e+02       3.952911503347e-01       3.952909137022e-01 
       7.243901338039e-03       9.156775035796e-02      -4.000509026938e+02      -4.002239654699e+02      -2.479677886127e-01      -8.264778880544e+01      -2.804828311398e+02      -3.806678276648e+02      -3.994698014483e+02      -3.993829966084e+02       3.952165878536e-01       3.952163520101e-01 
       7.250367319003e-03       9.299011621363e-02      -4.006900867753e+02      -4.008636630006e+02      -2.470176588148e-01      -8.270218836776e+01      -2.808386158155e+02      -3.812523169682e+02      -4.001077706111e+02      -4.000208282857e+02       3.951420329700e-01       3.951417978994e-01 
       7.256833646817e-03       9.438356389655e-02      -4.013296851392e+02      -4.015037759654e+02      -2.461224516912e-01      -8.275653653414e+01      -2.811944362685e+02      -3.818371219933e+02      -4.007461529376e+02      -4.006590730464e+02       3.950674856981e-01       3.950672513823e-01 
       7.263300321081e-03       9.574318878063e-02      -4.019696975164e+02      -4.021443040971e+02      -2.452860964103e-01      -8.281083332708e+01      -2.815502922099e+02      -3.824222424016e+02      -4.013849481600e+02      -4.012977306237e+02       3.949929460532e-01       3.949927124725e-01 
       7.269767341398e-03       9.706421577137e-02      -4.026101236376e+02      -4.027852471287e+02      -2.445122662509e-01      -8.286507876916e+01      -2.819061833510e+02      -3.830076778549e+02      -4.020241560109e+02      -4.019368007513e+02       3.949184140509e-01       3.949181811836e-01 
       7.276234707374e-03       9.834202439968e-02      -4.032509632320e+02      -4.034266047914e+02      -2.438043663693e-01      -8.291927288265e+01      -2.822621094025e+02      -3.835934280130e+02      -4.026637762211e+02      -4.025762831608e+02       3.948438897048e-01       3.948436575277e-01 
       7.282702418614e-03       9.957216502478e-02      -4.038922160297e+02      -4.040683768177e+02      -2.431655107455e-01      -8.297341569008e+01      -2.826180700761e+02      -3.841794925374e+02      -4.033038085226e+02      -4.032161775854e+02       3.947693730294e-01       3.947691415175e-01 
       7.289170474728e-03       1.007502782273e-01      -4.045338817629e+02      -4.047105629417e+02      -2.425986171153e-01      -8.302750721432e+01      -2.829740650851e+02      -3.847658710909e+02      -4.039442526489e+02      -4.038564837594e+02       3.946948640404e-01       3.946946331674e-01 
       7.295638875326e-03       1.018722928073e-01      -4.051759601610e+02      -4.053531628951e+02      -2.421062169333e-01      -8.308154747786e+01      -2.833300941417e+02      -3.853525633341e+02      -4.045851083314e+02      -4.044972014151e+02       3.946203627512e-01       3.946201324895e-01 
       7.302107620020e-03       1.029342837600e-01      -4.058184509555e+02      -4.059961764116e+02      -2.416905949825e-01      -8.313553650353e+01      -2.836861569595e+02      -3.859395689295e+02      -4.052263753031e+02      -4.051383302864e+02       3.945458691768e-01       3.945456394972e-01 
       7.308576708425e-03       1.039325315726e-01      -4.064613538765e+02      -4.066396032237e+02      -2.413537401621e-01      -8.318947431400e+01      -2.840422532519e+02      -3.865268875385e+02      -4.058680532962e+02      -4.057798701061e+02       3.944713833306e-01       3.944711542030e-01 
       7.315046140157e-03       1.048636871442e-01      -4.071046686554e+02      -4.072834430648e+02      -2.410972013837e-01      -8.324336093219e+01      -2.843983827334e+02      -3.871145188236e+02      -4.065101420436e+02      -4.064218206079e+02       3.943969052270e-01       3.943966766201e-01 
       7.321515914835e-03       1.057243793418e-01      -4.077483950233e+02      -4.079276956682e+02      -2.409224583718e-01      -8.329719638092e+01      -2.847545451185e+02      -3.877024624469e+02      -4.071526412781e+02      -4.070641815253e+02       3.943224348799e-01       3.943222067615e-01 
       7.327986032078e-03       1.065118138958e-01      -4.083925327117e+02      -4.085723607678e+02      -2.408303750772e-01      -8.335098068328e+01      -2.851107401227e+02      -3.882907180714e+02      -4.077955507330e+02      -4.077069525923e+02       3.942479723033e-01       3.942477446405e-01 
       7.334456491508e-03       1.072232867239e-01      -4.090370814512e+02      -4.092174380964e+02      -2.408216486745e-01      -8.340471386214e+01      -2.854669674611e+02      -3.888792853590e+02      -4.084388701408e+02      -4.083501335418e+02       3.941735175103e-01       3.941732902694e-01 
       7.340927292749e-03       1.078563407437e-01      -4.096820409725e+02      -4.098629273870e+02      -2.408966883876e-01      -8.345839594034e+01      -2.858232268492e+02      -3.894681639717e+02      -4.090825992340e+02      -4.089937241067e+02       3.940990705136e-01       3.940988436603e-01 
       7.347398435427e-03       1.084089097270e-01      -4.103274110086e+02      -4.105088283749e+02      -2.410554689898e-01      -8.351202694133e+01      -2.861795180045e+02      -3.900573535739e+02      -4.097267377473e+02      -4.096377240223e+02       3.940246313280e-01       3.940244048276e-01 
       7.353869919169e-03       1.088791306370e-01      -4.109731912913e+02      -4.111551407940e+02      -2.412977382556e-01      -8.356560688826e+01      -2.865358406441e+02      -3.906468538285e+02      -4.103712854141e+02      -4.102821330225e+02       3.939501999668e-01       3.939499737843e-01 
       7.360341743604e-03       1.092655365333e-01      -4.116193815526e+02      -4.118018643788e+02      -2.416228262767e-01      -8.361913580443e+01      -2.868921944856e+02      -3.912366643994e+02      -4.110162419686e+02      -4.109269508414e+02       3.938757764434e-01       3.938755505437e-01 
       7.366813908364e-03       1.095668731678e-01      -4.122659815237e+02      -4.124489988627e+02      -2.420298366405e-01      -8.367261371295e+01      -2.872485792464e+02      -3.918267849490e+02      -4.116616071436e+02      -4.115721772124e+02       3.938013607702e-01       3.938011351180e-01 
       7.373286413082e-03       1.097824032980e-01      -4.129129909375e+02      -4.130965439809e+02      -2.425173701447e-01      -8.372604063730e+01      -2.876049946453e+02      -3.924172151417e+02      -4.123073806738e+02      -4.122178118700e+02       3.937269529606e-01       3.937267275209e-01 
       7.379759257392e-03       1.099113252042e-01      -4.135604095263e+02      -4.137444994682e+02      -2.430840547624e-01      -8.377941660093e+01      -2.879614404016e+02      -3.930079546417e+02      -4.129535622936e+02      -4.128638545490e+02       3.936525530279e-01       3.936523277657e-01 
       7.386232440932e-03       1.099535456410e-01      -4.142082370209e+02      -4.143928650575e+02      -2.437278791944e-01      -8.383274162695e+01      -2.883179162333e+02      -3.935990031111e+02      -4.136001517353e+02      -4.135103049816e+02       3.935781609830e-01       3.935779358636e-01 
       7.392705963339e-03       1.099090752755e-01      -4.148564731540e+02      -4.150416404840e+02      -2.444467222397e-01      -8.388601573892e+01      -2.886744218605e+02      -3.941903602145e+02      -4.142471487338e+02      -4.141571629026e+02       3.935037768389e-01       3.935035518282e-01 
       7.399179824254e-03       1.097783018612e-01      -4.155051176588e+02      -4.156908254832e+02      -2.452381211572e-01      -8.393923896049e+01      -2.890309570037e+02      -3.947820256167e+02      -4.148945530239e+02      -4.148044280469e+02       3.934294006084e-01       3.934291756729e-01 
       7.405654023318e-03       1.095619992011e-01      -4.161541702674e+02      -4.163404197896e+02      -2.460993013651e-01      -8.399241131517e+01      -2.893875213834e+02      -3.953739989815e+02      -4.155423643397e+02      -4.154521001482e+02       3.933550323034e-01       3.933548074103e-01 
       7.412128560177e-03       1.092611152640e-01      -4.168036307121e+02      -4.169904231379e+02      -2.470273216559e-01      -8.404553282649e+01      -2.897441147203e+02      -3.959662799732e+02      -4.161905824155e+02      -4.161001789407e+02       3.932806719356e-01       3.932804470528e-01 
       7.418603434475e-03       1.088769828082e-01      -4.174534987271e+02      -4.176408352645e+02      -2.480189386486e-01      -8.409860351838e+01      -2.901007367369e+02      -3.965588682575e+02      -4.168392069871e+02      -4.167486641598e+02       3.932063195181e-01       3.932060946145e-01 
       7.425078645860e-03       1.084113217025e-01      -4.181037740448e+02      -4.182916559043e+02      -2.490706168584e-01      -8.415162341447e+01      -2.904573871548e+02      -3.971517634988e+02      -4.174882377891e+02      -4.173975555397e+02       3.931319750622e-01       3.931317501078e-01 
       7.431554193982e-03       1.078659719817e-01      -4.187544563980e+02      -4.189428847925e+02      -2.501787145310e-01      -8.420459253850e+01      -2.908140656963e+02      -3.977449653618e+02      -4.181376745560e+02      -4.180468528146e+02       3.930576385795e-01       3.930574135454e-01 
       7.438030078490e-03       1.072432098944e-01      -4.194055455193e+02      -4.195945216642e+02      -2.513392905450e-01      -8.425751091419e+01      -2.911707720839e+02      -3.983384735111e+02      -4.187875170225e+02      -4.186965557187e+02       3.929833100811e-01       3.929830849395e-01 
       7.444506299039e-03       1.065455440072e-01      -4.200570411441e+02      -4.202465662571e+02      -2.525482416035e-01      -8.431037856578e+01      -2.915275060424e+02      -3.989322876140e+02      -4.194377649257e+02      -4.193466639886e+02       3.929089895801e-01       3.929087643048e-01 
       7.450982855281e-03       1.057757995704e-01      -4.207089430038e+02      -4.208990183049e+02      -2.538012722325e-01      -8.436319551683e+01      -2.918842672942e+02      -3.995264073339e+02      -4.200884179991e+02      -4.199971773570e+02       3.928346770862e-01       3.928344516523e-01 
       7.457459746875e-03       1.049370195230e-01      -4.213612508335e+02      -4.215518775453e+02      -2.550939416451e-01      -8.441596179159e+01      -2.922410555646e+02      -4.001208323379e+02      -4.207394759797e+02      -4.206480955603e+02       3.927603726119e-01       3.927601469961e-01 
       7.463936973477e-03       1.040325575714e-01      -4.220139643658e+02      -4.222051437132e+02      -2.564216482244e-01      -8.446867741390e+01      -2.925978705776e+02      -4.007155622909e+02      -4.213909386020e+02      -4.212994183324e+02       3.926860761675e-01       3.926858503480e-01 
       7.470414534747e-03       1.030659070201e-01      -4.226670833348e+02      -4.228588165452e+02      -2.577797137481e-01      -8.452134240787e+01      -2.929547120587e+02      -4.013105968589e+02      -4.220428056021e+02      -4.219511454086e+02       3.926117877643e-01       3.926115617210e-01 
       7.476892430348e-03       1.020408850697e-01      -4.233206074742e+02      -4.235128957774e+02      -2.591632940688e-01      -8.457395679757e+01      -2.933115797332e+02      -4.019059357079e+02      -4.226950767156e+02      -4.226032765237e+02       3.925375074129e-01       3.925372811275e-01 
       7.483370659941e-03       1.009615224243e-01      -4.239745365184e+02      -4.241673811467e+02      -2.605674804086e-01      -8.462652060724e+01      -2.936684733274e+02      -4.025015785045e+02      -4.233477516790e+02      -4.232558114133e+02       3.924632351245e-01       3.924630085804e-01 
       7.489849223192e-03       9.983198704452e-02      -4.246288702014e+02      -4.248222723895e+02      -2.619873154752e-01      -8.467903386106e+01      -2.940253925678e+02      -4.030975249150e+02      -4.240008302281e+02      -4.239087498126e+02       3.923889709098e-01       3.923887440924e-01 
       7.496328119768e-03       9.865665502445e-02      -4.252836082578e+02      -4.254775692429e+02      -2.634177720478e-01      -8.473149658331e+01      -2.943823371816e+02      -4.036937746062e+02      -4.246543120996e+02      -4.245620914570e+02       3.923147147796e-01       3.923144876760e-01 
       7.502807349337e-03       9.744011332906e-02      -4.259387504208e+02      -4.261332714425e+02      -2.648538071642e-01      -8.478390879813e+01      -2.947393068953e+02      -4.042903272435e+02      -4.253081970286e+02      -4.252158360809e+02       3.922404667434e-01       3.922402393427e-01 
       7.509286911569e-03       9.618703901856e-02      -4.265942964275e+02      -4.267893787278e+02      -2.662903473993e-01      -8.483627053026e+01      -2.950963014385e+02      -4.048871824964e+02      -4.259624847540e+02      -4.258699834223e+02       3.921662268139e-01       3.921659991072e-01 
       7.515766806136e-03       9.490227957203e-02      -4.272502460097e+02      -4.274458908332e+02      -2.677223466180e-01      -8.488858180353e+01      -2.954533205377e+02      -4.054843400293e+02      -4.266171750100e+02      -4.265245332142e+02       3.920919949990e-01       3.920917669795e-01 
       7.522247032711e-03       9.359078090953e-02      -4.279065989045e+02      -4.281028074981e+02      -2.691447922761e-01      -8.494084264293e+01      -2.958103639230e+02      -4.060817995113e+02      -4.272722675353e+02      -4.271794851945e+02       3.920177713110e-01       3.920175429737e-01 
       7.528727590969e-03       9.225758817236e-02      -4.285633548461e+02      -4.287601284593e+02      -2.705526982311e-01      -8.499305307276e+01      -2.961674313232e+02      -4.066795606095e+02      -4.279277620664e+02      -4.278348390984e+02       3.919435557596e-01       3.919433271016e-01 
       7.535208480587e-03       9.090782909312e-02      -4.292205135690e+02      -4.294178534538e+02      -2.719411601695e-01      -8.504521311743e+01      -2.965245224677e+02      -4.072776229907e+02      -4.285836583396e+02      -4.284905946615e+02       3.918693483544e-01       3.918691193748e-01 
