# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=2.08685e-07 to 53.857 h/Mpc,
# number of wavenumbers equal to 6836
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                
       2.364752527777e-02       8.954525965993e-02      -2.611084690791e+03      -2.620440871869e+03      -1.778026387328e-01      -1.190482689265e+02      -9.261074774003e+02      -2.094245738343e+03      -2.609095222158e+03      -2.608535576497e+03       2.422224684618e-01       2.422224294728e-01 
       2.365566544636e-02       8.904849463445e-02      -2.612233630168e+03      -2.621599522879e+03      -1.773457575215e-01      -1.190399901191e+02      -9.262582468998e+02      -2.094986782900e+03      -2.610246315797e+03      -2.609686424349e+03       2.421625858115e-01       2.421625468557e-01 
       2.366380776217e-02       8.859417256641e-02      -2.613382760600e+03      -2.622758372488e+03      -1.769155299280e-01      -1.190316979680e+02      -9.264089056097e+02      -2.095727793138e+03      -2.611397604728e+03      -2.610837467447e+03       2.421027023879e-01       2.421026634668e-01 
       2.367195222844e-02       8.818275156535e-02      -2.614532082335e+03      -2.623917420952e+03      -1.765143167907e-01      -1.190233925027e+02      -9.265594535438e+02      -2.096468769121e+03      -2.612549089204e+03      -2.611988706042e+03       2.420428181794e-01       2.420427792943e-01 
       2.368009884844e-02       8.781437824207e-02      -2.615681595675e+03      -2.625076668574e+03      -1.761442817241e-01      -1.190150737555e+02      -9.267098907332e+02      -2.097209710957e+03      -2.613700769526e+03      -2.613140140434e+03       2.419829331786e-01       2.419828943307e-01 
       2.368824762542e-02       8.748886935517e-02      -2.616831300806e+03      -2.626236115549e+03      -1.758073529495e-01      -1.190067417540e+02      -9.268602171693e+02      -2.097950618663e+03      -2.614852645885e+03      -2.614291770817e+03       2.419230473681e-01       2.419230085586e-01 
       2.369639856265e-02       8.720588727885e-02      -2.617981198035e+03      -2.627395762185e+03      -1.755053502942e-01      -1.189983965314e+02      -9.270104328845e+02      -2.098691492349e+03      -2.616004718589e+03      -2.615443597496e+03       2.418631607408e-01       2.418631219710e-01 
       2.370455166340e-02       8.696481320381e-02      -2.619131287578e+03      -2.628555608707e+03      -1.752398785147e-01      -1.189900381172e+02      -9.271605378798e+02      -2.099432332054e+03      -2.617156987858e+03      -2.616595620693e+03       2.418032732818e-01       2.418032345527e-01 
       2.371270693097e-02       8.676471811869e-02      -2.620281569690e+03      -2.629715655373e+03      -1.750122720930e-01      -1.189816665431e+02      -9.273105321691e+02      -2.100173137848e+03      -2.618309453949e+03      -2.617747840665e+03       2.417433849794e-01       2.417433462920e-01 
       2.372086436864e-02       8.660443377415e-02      -2.621432044639e+03      -2.630875902455e+03      -1.748236669479e-01      -1.189732818415e+02      -9.274604157697e+02      -2.100913909809e+03      -2.619462117132e+03      -2.618900257681e+03       2.416834958229e-01       2.416834571782e-01 
       2.372902397969e-02       8.648248428603e-02      -2.622582712662e+03      -2.632036350197e+03      -1.746748610168e-01      -1.189648840436e+02      -9.276101886892e+02      -2.101654647994e+03      -2.620614977647e+03      -2.620052871983e+03       2.416236057989e-01       2.416235671977e-01 
       2.373718576744e-02       8.639727132655e-02      -2.623733574011e+03      -2.633196998857e+03      -1.745665477952e-01      -1.189564731817e+02      -9.277598509392e+02      -2.102395352468e+03      -2.621768035750e+03      -2.621205683825e+03       2.415637148952e-01       2.415636763384e-01 
       2.374534973519e-02       8.634697078664e-02      -2.624884628947e+03      -2.634357848698e+03      -1.744991471363e-01      -1.189480492882e+02      -9.279094025332e+02      -2.103136023302e+03      -2.622921291702e+03      -2.622358693470e+03       2.415038231002e-01       2.415037845884e-01 
       2.375351588626e-02       8.632950677556e-02      -2.626035877716e+03      -2.635518899973e+03      -1.744728157762e-01      -1.189396123956e+02      -9.280588434808e+02      -2.103876660561e+03      -2.624074745753e+03      -2.623511901168e+03       2.414439304012e-01       2.414438919350e-01 
       2.376168422396e-02       8.634261855451e-02      -2.627187320594e+03      -2.636680152963e+03      -1.744874070125e-01      -1.189311625371e+02      -9.282081738002e+02      -2.104617264326e+03      -2.625228398180e+03      -2.624665307196e+03       2.413840367877e-01       2.413839983676e-01 
       2.376985475163e-02       8.638389187620e-02      -2.628338957802e+03      -2.637841607893e+03      -1.745425666397e-01      -1.189226997440e+02      -9.283573934904e+02      -2.105357834638e+03      -2.626382249208e+03      -2.625818911780e+03       2.413241422443e-01       2.413241038707e-01 
       2.377802747259e-02       8.645073634533e-02      -2.629490789637e+03      -2.639003265067e+03      -1.746376542607e-01      -1.189142240511e+02      -9.285065025775e+02      -2.106098371599e+03      -2.627536299137e+03      -2.626972715219e+03       2.412642467627e-01       2.412642084358e-01 
       2.378620239019e-02       8.654048308967e-02      -2.630642816337e+03      -2.640165124726e+03      -1.747718814147e-01      -1.189057354903e+02      -9.286555010647e+02      -2.106838875260e+03      -2.628690548205e+03      -2.628126717754e+03       2.412043503286e-01       2.412043120486e-01 
       2.379437950777e-02       8.665031558869e-02      -2.631795038154e+03      -2.641327187129e+03      -1.749441472660e-01      -1.188972340943e+02      -9.288043889616e+02      -2.107579345687e+03      -2.629844996669e+03      -2.629280919640e+03       2.411444529294e-01       2.411444146964e-01 
       2.380255882870e-02       8.677731527045e-02      -2.632947455402e+03      -2.642489452593e+03      -1.751531146718e-01      -1.188887198985e+02      -9.289531662975e+02      -2.108319782992e+03      -2.630999644844e+03      -2.630435321192e+03       2.410845545577e-01       2.410845163715e-01 
       2.381074035631e-02       8.691850482141e-02      -2.634100068285e+03      -2.643651921329e+03      -1.753972370713e-01      -1.188801929330e+02      -9.291018330638e+02      -2.109060187202e+03      -2.632154492938e+03      -2.631589922621e+03       2.410246551962e-01       2.410246170568e-01 
       2.381892409400e-02       8.707084465527e-02      -2.635252877070e+03      -2.644814593608e+03      -1.756747185775e-01      -1.188716532314e+02      -9.292503892732e+02      -2.109800558390e+03      -2.633309541220e+03      -2.632744724193e+03       2.409647548331e-01       2.409647167402e-01 
       2.382711004512e-02       8.723127211621e-02      -2.636405882002e+03      -2.645977469681e+03      -1.759836162653e-01      -1.188631008253e+02      -9.293988349298e+02      -2.110540896614e+03      -2.634464789936e+03      -2.633899726158e+03       2.409048534547e-01       2.409048154078e-01 
       2.383529821306e-02       8.739671054097e-02      -2.637559083379e+03      -2.647140549851e+03      -1.763217631499e-01      -1.188545357492e+02      -9.295471700569e+02      -2.111281201974e+03      -2.635620239389e+03      -2.635054928816e+03       2.408449510518e-01       2.408449130505e-01 
       2.384348860121e-02       8.756411208940e-02      -2.638712481462e+03      -2.648303834383e+03      -1.766867865842e-01      -1.188459580355e+02      -9.296953946630e+02      -2.112021474538e+03      -2.636775889840e+03      -2.636210332432e+03       2.407850476118e-01       2.407850096555e-01 
       2.385168121296e-02       8.773048272549e-02      -2.639866076525e+03      -2.649467323557e+03      -1.770761537593e-01      -1.188373677171e+02      -9.298435087619e+02      -2.112761714387e+03      -2.637931741567e+03      -2.637365937281e+03       2.407251431234e-01       2.407251052114e-01 
       2.385987605170e-02       8.789283900152e-02      -2.641019868840e+03      -2.650631017649e+03      -1.774872207228e-01      -1.188287648264e+02      -9.299915123653e+02      -2.113501921597e+03      -2.639087794843e+03      -2.638521743639e+03       2.406652375747e-01       2.406651997062e-01 
       2.386807312085e-02       8.804828562988e-02      -2.642173858629e+03      -2.651794916887e+03      -1.779171830226e-01      -1.188201493938e+02      -9.301394054679e+02      -2.114242096206e+03      -2.640244049894e+03      -2.639677751730e+03       2.406053309494e-01       2.406052931235e-01 
       2.387627242383e-02       8.819405080499e-02      -2.643328046204e+03      -2.652959021589e+03      -1.783631111801e-01      -1.188115214532e+02      -9.302871880947e+02      -2.114982238323e+03      -2.641400507034e+03      -2.640833961869e+03       2.405454232392e-01       2.405453854549e-01 
       2.388447396404e-02       8.832741801460e-02      -2.644482431812e+03      -2.654123332006e+03      -1.788219845653e-01      -1.188028810355e+02      -9.304348602481e+02      -2.115722348005e+03      -2.642557166513e+03      -2.641990374308e+03       2.404855144299e-01       2.404854766862e-01 
       2.389267774492e-02       8.844589182191e-02      -2.645637015745e+03      -2.655287848435e+03      -1.792906905491e-01      -1.187942281731e+02      -9.305824219448e+02      -2.116462425343e+03      -2.643714028623e+03      -2.643146989338e+03       2.404256045109e-01       2.404255668067e-01 
       2.390088376991e-02       8.854710945476e-02      -2.646791798247e+03      -2.656452571126e+03      -1.797660551291e-01      -1.187855628963e+02      -9.307298731857e+02      -2.117202470393e+03      -2.644871093614e+03      -2.644303807208e+03       2.403656934678e-01       2.403656558019e-01 
       2.390909204244e-02       8.862885140136e-02      -2.647946779618e+03      -2.657617500382e+03      -1.802448734359e-01      -1.187768852374e+02      -9.308772139890e+02      -2.117942483250e+03      -2.646028361786e+03      -2.645460828219e+03       2.403057812906e-01       2.403057436617e-01 
       2.391730256596e-02       8.868908985147e-02      -2.649101960071e+03      -2.658782636425e+03      -1.807239026894e-01      -1.187681952248e+02      -9.310244443442e+02      -2.118682463946e+03      -2.647185833356e+03      -2.646618052590e+03       2.402458679617e-01       2.402458303686e-01 
       2.392551534393e-02       8.872603765784e-02      -2.650257339941e+03      -2.659947979593e+03      -1.811999117808e-01      -1.187594928917e+02      -9.311715642812e+02      -2.119422412603e+03      -2.648343508661e+03      -2.647775480656e+03       2.401859534743e-01       2.401859159156e-01 
       2.393373037981e-02       8.873800681846e-02      -2.651412919486e+03      -2.661113530147e+03      -1.816696562450e-01      -1.187507782679e+02      -9.313185738025e+02      -2.120162329285e+03      -2.649501387959e+03      -2.648933112676e+03       2.401260378143e-01       2.401260002886e-01 
       2.394194767707e-02       8.872366915395e-02      -2.652568698947e+03      -2.662279288338e+03      -1.821299535574e-01      -1.187420513819e+02      -9.314654729060e+02      -2.120902214045e+03      -2.650659471499e+03      -2.650090948898e+03       2.400661209666e-01       2.400660834725e-01 
       2.395016723918e-02       8.868192204461e-02      -2.653724678637e+03      -2.663445254479e+03      -1.825776926892e-01      -1.187333122652e+02      -9.316122616119e+02      -2.121642066985e+03      -2.651817759590e+03      -2.651248989633e+03       2.400062029217e-01       2.400061654578e-01 
       2.395838906962e-02       8.861180943288e-02      -2.654880858799e+03      -2.664611428823e+03      -1.830097921807e-01      -1.187245609458e+02      -9.317589399176e+02      -2.122381888159e+03      -2.652976252483e+03      -2.652407235130e+03       2.399462836644e-01       2.399462462292e-01 
       2.396661317190e-02       8.851268520193e-02      -2.656037239747e+03      -2.665777811685e+03      -1.834232848026e-01      -1.187157974544e+02      -9.319055078429e+02      -2.123121677673e+03      -2.654134950491e+03      -2.653565685703e+03       2.398863631853e-01       2.398863257775e-01 
       2.397483954949e-02       8.838418187215e-02      -2.657193821736e+03      -2.666944403328e+03      -1.838153307323e-01      -1.187070218191e+02      -9.320519653878e+02      -2.123861435586e+03      -2.655293853872e+03      -2.654724341609e+03       2.398264414699e-01       2.398264040879e-01 
       2.398306820591e-02       8.822614601494e-02      -2.658350605053e+03      -2.668111204043e+03      -1.841832007348e-01      -1.186982340687e+02      -9.321983125629e+02      -2.124601161984e+03      -2.656452962917e+03      -2.655883203140e+03       2.397665185063e-01       2.397664811488e-01 
       2.399129914466e-02       8.803873844407e-02      -2.659507589955e+03      -2.669278214092e+03      -1.845243342312e-01      -1.186894342306e+02      -9.323445493670e+02      -2.125340856926e+03      -2.657612277884e+03      -2.657042270553e+03       2.397065942800e-01       2.397065569455e-01 
       2.399953236927e-02       8.782239164788e-02      -2.660664776741e+03      -2.670445433782e+03      -1.848363581775e-01      -1.186806223336e+02      -9.324906758143e+02      -2.126080520507e+03      -2.658771799076e+03      -2.658201544152e+03       2.396466687800e-01       2.396466314672e-01 
       2.400776788326e-02       8.757769651326e-02      -2.661822165671e+03      -2.671612863374e+03      -1.851169945297e-01      -1.186717984043e+02      -9.326366919035e+02      -2.126820152789e+03      -2.659931526754e+03      -2.659361024195e+03       2.395867419916e-01       2.395867046991e-01 
       2.401600569015e-02       8.730559592765e-02      -2.662979757043e+03      -2.672780503174e+03      -1.853642324625e-01      -1.186629624708e+02      -9.327825976468e+02      -2.127559753864e+03      -2.661091461218e+03      -2.660520710985e+03       2.395268139037e-01       2.395267766303e-01 
       2.402424579350e-02       8.700723874809e-02      -2.664137551144e+03      -2.673948353474e+03      -1.855762274178e-01      -1.186541145604e+02      -9.329283930524e+02      -2.128299323816e+03      -2.662251602759e+03      -2.661680604811e+03       2.394668845040e-01       2.394668472485e-01 
       2.403248819684e-02       8.668404740982e-02      -2.665295548254e+03      -2.675116414558e+03      -1.857513855906e-01      -1.186452546995e+02      -9.330740781248e+02      -2.129038862721e+03      -2.663411951659e+03      -2.662840705955e+03       2.394069537794e-01       2.394069165405e-01 
       2.404073290373e-02       8.633764617748e-02      -2.666453748660e+03      -2.676284686718e+03      -1.858883037465e-01      -1.186363829144e+02      -9.332196528703e+02      -2.129778370661e+03      -2.664572508206e+03      -2.664001014703e+03       2.393470217172e-01       2.393469844940e-01 
       2.404897991772e-02       8.596991842084e-02      -2.667612152641e+03      -2.677453170241e+03      -1.859858474325e-01      -1.186274992312e+02      -9.333651172935e+02      -2.130517847714e+03      -2.665733272684e+03      -2.665161531342e+03       2.392870883044e-01       2.392870510958e-01 
       2.405722924239e-02       8.558293499476e-02      -2.668770760467e+03      -2.678621865399e+03      -1.860430952073e-01      -1.186186036745e+02      -9.335104713930e+02      -2.131257293946e+03      -2.666894245363e+03      -2.666322256138e+03       2.392271535266e-01       2.392271163315e-01 
       2.406548088131e-02       8.517901851946e-02      -2.669929572440e+03      -2.679790772502e+03      -1.860594395216e-01      -1.186096962706e+02      -9.336557151799e+02      -2.131996709452e+03      -2.668055426550e+03      -2.667483189399e+03       2.391672173722e-01       2.391671801900e-01 
       2.407373483807e-02       8.476063140941e-02      -2.671088588851e+03      -2.680959891845e+03      -1.860344805972e-01      -1.186007770445e+02      -9.338008486602e+02      -2.132736094317e+03      -2.669216816537e+03      -2.668644331417e+03       2.391072798289e-01       2.391072426587e-01 
       2.408199111624e-02       8.433042038573e-02      -2.672247809981e+03      -2.682129223713e+03      -1.859680997776e-01      -1.185918460206e+02      -9.339458718354e+02      -2.133475448614e+03      -2.670378415606e+03      -2.669805682473e+03       2.390473408829e-01       2.390473037240e-01 
       2.409024971943e-02       8.389116772199e-02      -2.673407236130e+03      -2.683298768414e+03      -1.858603962394e-01      -1.185829032238e+02      -9.340907847144e+02      -2.134214772437e+03      -2.671540224062e+03      -2.670967242871e+03       2.389874005225e-01       2.389873633744e-01 
       2.409851065124e-02       8.344579207594e-02      -2.674566867582e+03      -2.684468526235e+03      -1.857117239658e-01      -1.185739486776e+02      -9.342355872988e+02      -2.134954065863e+03      -2.672702242190e+03      -2.672129012897e+03       2.389274587340e-01       2.389274215962e-01 
       2.410677391528e-02       8.299734025204e-02      -2.675726704620e+03      -2.685638497466e+03      -1.855227340558e-01      -1.185649824053e+02      -9.343802795895e+02      -2.135693328967e+03      -2.673864470276e+03      -2.673290992834e+03       2.388675155037e-01       2.388674783759e-01 
       2.411503951517e-02       8.254895804223e-02      -2.676886747547e+03      -2.686808682414e+03      -1.852943131189e-01      -1.185560044305e+02      -9.345248615944e+02      -2.136432561843e+03      -2.675026908625e+03      -2.674453182988e+03       2.388075708199e-01       2.388075337017e-01 
       2.412330745453e-02       8.210386211748e-02      -2.678046996651e+03      -2.687979081373e+03      -1.850276097536e-01      -1.185470147762e+02      -9.346693333152e+02      -2.137171764570e+03      -2.676189557528e+03      -2.675615583650e+03       2.387476246689e-01       2.387475875602e-01 
       2.413157773700e-02       8.166532256225e-02      -2.679207452226e+03      -2.689149694642e+03      -1.847240220159e-01      -1.185380134647e+02      -9.348136947551e+02      -2.137910937234e+03      -2.677352417281e+03      -2.676778195114e+03       2.386876770378e-01       2.386876399387e-01 
       2.413985036622e-02       8.123662400172e-02      -2.680368114529e+03      -2.690320522485e+03      -1.843851569293e-01      -1.185290005166e+02      -9.349579459044e+02      -2.138650079887e+03      -2.678515488145e+03      -2.677941017640e+03       2.386277279104e-01       2.386276908208e-01 
       2.414812534583e-02       8.082108599290e-02      -2.681528983887e+03      -2.691491565233e+03      -1.840128184586e-01      -1.185199759550e+02      -9.351020867769e+02      -2.139389192642e+03      -2.679678770448e+03      -2.679104051558e+03       2.385677772764e-01       2.385677401964e-01 
       2.415640267950e-02       8.042200668492e-02      -2.682690060570e+03      -2.692662823161e+03      -1.836090701917e-01      -1.185109398002e+02      -9.352461173653e+02      -2.140128275562e+03      -2.680842264462e+03      -2.680267297137e+03       2.385078251202e-01       2.385077880503e-01 
       2.416468237087e-02       8.004264506302e-02      -2.683851344929e+03      -2.693834296626e+03      -1.831761448719e-01      -1.185018920755e+02      -9.353900376913e+02      -2.140867328775e+03      -2.682005970543e+03      -2.681430754733e+03       2.384478714338e-01       2.384478343741e-01 
       2.417296442362e-02       7.968618368230e-02      -2.685012837235e+03      -2.695005985903e+03      -1.827165013232e-01      -1.184928328001e+02      -9.355338477466e+02      -2.141606352344e+03      -2.683169888960e+03      -2.682594424616e+03       2.383879162013e-01       2.383878791525e-01 
       2.418124884144e-02       7.935575456999e-02      -2.686174537764e+03      -2.696177891276e+03      -1.822327280223e-01      -1.184837619934e+02      -9.356775475258e+02      -2.142345346341e+03      -2.684334019996e+03      -2.683758307067e+03       2.383279594079e-01       2.383279223705e-01 
       2.418953562799e-02       7.905435025471e-02      -2.687336446879e+03      -2.697350013110e+03      -1.817275856550e-01      -1.184746796775e+02      -9.358211370514e+02      -2.143084310898e+03      -2.685498364012e+03      -2.684922402446e+03       2.382680010458e-01       2.382679640204e-01 
       2.419782478698e-02       7.878490196075e-02      -2.688498564823e+03      -2.698522351657e+03      -1.812039495203e-01      -1.184655858696e+02      -9.359646163055e+02      -2.143823246059e+03      -2.686662921257e+03      -2.686086711004e+03       2.382080410969e-01       2.382080040843e-01 
       2.420611632211e-02       7.855016401363e-02      -2.689660891917e+03      -2.699694907241e+03      -1.806648347251e-01      -1.184564805888e+02      -9.361079852954e+02      -2.144562151927e+03      -2.687827692053e+03      -2.687251233060e+03       2.381480795497e-01       2.381480425506e-01 
       2.421441023707e-02       7.835270835318e-02      -2.690823428443e+03      -2.700867680151e+03      -1.801133575778e-01      -1.184473638529e+02      -9.362512440152e+02      -2.145301028574e+03      -2.688992676687e+03      -2.688415968901e+03       2.380881163893e-01       2.380880794046e-01 
       2.422270653560e-02       7.819494614836e-02      -2.691986174733e+03      -2.702040670723e+03      -1.795527119183e-01      -1.184382356807e+02      -9.363943924746e+02      -2.146039876108e+03      -2.690157875489e+03      -2.689580918859e+03       2.380281516048e-01       2.380281146355e-01 
       2.423100522140e-02       7.807907349802e-02      -2.693149131083e+03      -2.703213879258e+03      -1.789861466540e-01      -1.184290960891e+02      -9.365374306709e+02      -2.146778694613e+03      -2.691323288760e+03      -2.690746083231e+03       2.379681851822e-01       2.379681482293e-01 
       2.423930629821e-02       7.800709480770e-02      -2.694312297794e+03      -2.704387306064e+03      -1.784169517645e-01      -1.184199450947e+02      -9.366803586031e+02      -2.147517484174e+03      -2.692488916803e+03      -2.691911462323e+03       2.379082171081e-01       2.379081801727e-01 
       2.424760976977e-02       7.798078782901e-02      -2.695475675167e+03      -2.705560951448e+03      -1.778484434108e-01      -1.184107827136e+02      -9.368231762691e+02      -2.148256244876e+03      -2.693654759923e+03      -2.693077056437e+03       2.378482473687e-01       2.378482104519e-01 
       2.425591563981e-02       7.800163210285e-02      -2.696639263471e+03      -2.706734815683e+03      -1.772839192003e-01      -1.184016089593e+02      -9.369658836547e+02      -2.148994976779e+03      -2.694820818389e+03      -2.694242865844e+03       2.377882759474e-01       2.377882390503e-01 
       2.426422391210e-02       7.807091904835e-02      -2.697803063066e+03      -2.707908899135e+03      -1.767266802775e-01      -1.183924238495e+02      -9.371084807779e+02      -2.149733680015e+03      -2.695987092566e+03      -2.695408890908e+03       2.377283028355e-01       2.377282659594e-01 
       2.427253459040e-02       7.818965323507e-02      -2.698967074238e+03      -2.709083202096e+03      -1.761799725249e-01      -1.183832273972e+02      -9.372509676291e+02      -2.150472354654e+03      -2.697153582740e+03      -2.696575131916e+03       2.376683280176e-01       2.376682911636e-01 
       2.428084767847e-02       7.835847753825e-02      -2.700131297311e+03      -2.710257724895e+03      -1.756469357792e-01      -1.183740196168e+02      -9.373933442119e+02      -2.151211000799e+03      -2.698320289239e+03      -2.697741589194e+03       2.376083514816e-01       2.376083146510e-01 
       2.428916318008e-02       7.857795759737e-02      -2.701295732580e+03      -2.711432467833e+03      -1.751307268809e-01      -1.183648005205e+02      -9.375356105195e+02      -2.151949618530e+03      -2.699487212361e+03      -2.698908263040e+03       2.375483732130e-01       2.375483364069e-01 
       2.429748109903e-02       7.884819704458e-02      -2.702460380355e+03      -2.712607431224e+03      -1.746343183586e-01      -1.183555701206e+02      -9.376777665491e+02      -2.152688207935e+03      -2.700654352416e+03      -2.700075153766e+03       2.374883931980e-01       2.374883564178e-01 
       2.430580143910e-02       7.916904423521e-02      -2.703625240956e+03      -2.713782615395e+03      -1.741605695098e-01      -1.183463284288e+02      -9.378198123017e+02      -2.153426769113e+03      -2.701821709729e+03      -2.701242261696e+03       2.374284114240e-01       2.374283746709e-01 
       2.431412420409e-02       7.954006438660e-02      -2.704790314690e+03      -2.714958020659e+03      -1.737122149665e-01      -1.183370754555e+02      -9.379617477722e+02      -2.154165302151e+03      -2.702989284608e+03      -2.702409587138e+03       2.373684278771e-01       2.373683911522e-01 
       2.432244939781e-02       7.996052114451e-02      -2.705955601888e+03      -2.716133647351e+03      -1.732918162313e-01      -1.183278112115e+02      -9.381035729639e+02      -2.154903807155e+03      -2.704157077388e+03      -2.703577130426e+03       2.373084425453e-01       2.373084058498e-01 
       2.433077702407e-02       8.042939040599e-02      -2.707121102846e+03      -2.717309495773e+03      -1.729017519015e-01      -1.183185357049e+02      -9.382452878669e+02      -2.155642284202e+03      -2.705325088365e+03      -2.704744891859e+03       2.372484554134e-01       2.372484187484e-01 
       2.433910708670e-02       8.094537643431e-02      -2.708286817887e+03      -2.718485566255e+03      -1.725442322191e-01      -1.183092489441e+02      -9.383868924808e+02      -2.156380733391e+03      -2.706493317868e+03      -2.705912871763e+03       2.371884664688e-01       2.371884298354e-01 
       2.434743958953e-02       8.150692791232e-02      -2.709452747286e+03      -2.719661859077e+03      -1.722212891698e-01      -1.182999509345e+02      -9.385283867874e+02      -2.157119154783e+03      -2.707661766171e+03      -2.707081070416e+03       2.371284756941e-01       2.371284390933e-01 
       2.435577453639e-02       8.211214611032e-02      -2.710618891434e+03      -2.720838374634e+03      -1.719346640508e-01      -1.182906416854e+02      -9.386697708079e+02      -2.157857548529e+03      -2.708830433670e+03      -2.708249488210e+03       2.370684830822e-01       2.370684465151e-01 
       2.436411193113e-02       8.275891790836e-02      -2.711785250601e+03      -2.722015113203e+03      -1.716859140296e-01      -1.182813212000e+02      -9.388110445214e+02      -2.158595914684e+03      -2.709999320635e+03      -2.709418125420e+03       2.370084886154e-01       2.370084520828e-01 
       2.437245177760e-02       8.344487192512e-02      -2.712951825124e+03      -2.723192075126e+03      -1.714763568620e-01      -1.182719894834e+02      -9.389522079296e+02      -2.159334253358e+03      -2.711168427408e+03      -2.710586982384e+03       2.369484922816e-01       2.369484557844e-01 
       2.438079407967e-02       8.416738675889e-02      -2.714118615324e+03      -2.724369260731e+03      -1.713070508187e-01      -1.182626465386e+02      -9.390932610282e+02      -2.160072564646e+03      -2.712337754311e+03      -2.711756059428e+03       2.368884940673e-01       2.368884576064e-01 
       2.438913884121e-02       8.492360886060e-02      -2.715285621509e+03      -2.725546670329e+03      -1.711787830869e-01      -1.182532923668e+02      -9.392342038070e+02      -2.160810848631e+03      -2.713507301654e+03      -2.712925356861e+03       2.368284939578e-01       2.368284575337e-01 
       2.439748606610e-02       8.571048731437e-02      -2.716452844032e+03      -2.726724304282e+03      -1.710921086182e-01      -1.182439269706e+02      -9.393750362720e+02      -2.161549105435e+03      -2.714677069795e+03      -2.714094875040e+03       2.367684919420e-01       2.367684555554e-01 
       2.440583575821e-02       8.652476728676e-02      -2.717620283151e+03      -2.727902162852e+03      -1.710472851475e-01      -1.182345503462e+02      -9.395157583949e+02      -2.162287335102e+03      -2.715847058993e+03      -2.715264614226e+03       2.367084880008e-01       2.367084516522e-01 
       2.441418792145e-02       8.736304322028e-02      -2.718787939249e+03      -2.729080246428e+03      -1.710443542403e-01      -1.182251624949e+02      -9.396563701902e+02      -2.163025537773e+03      -2.717017269632e+03      -2.716434574805e+03       2.366484821255e-01       2.366484458154e-01 
       2.442254255971e-02       8.822173336852e-02      -2.719955812633e+03      -2.730258555321e+03      -1.710830653526e-01      -1.182157634130e+02      -9.397968716451e+02      -2.163763713532e+03      -2.718187702023e+03      -2.717604757086e+03       2.365884743008e-01       2.365884380294e-01 
       2.443089967692e-02       8.909711348570e-02      -2.721123903632e+03      -2.731437089868e+03      -1.711628816646e-01      -1.182063530961e+02      -9.399372627550e+02      -2.164501862479e+03      -2.719358356498e+03      -2.718775161403e+03       2.365284645134e-01       2.365284282810e-01 
       2.443925927697e-02       8.998534899311e-02      -2.722292212556e+03      -2.732615850385e+03      -1.712829853642e-01      -1.181969315378e+02      -9.400775435074e+02      -2.165239984698e+03      -2.720529233370e+03      -2.719945788069e+03       2.364684527481e-01       2.364684165549e-01 
       2.444762136381e-02       9.088252794169e-02      -2.723460739662e+03      -2.733794837134e+03      -1.714423225985e-01      -1.181874987281e+02      -9.402177138709e+02      -2.165978080230e+03      -2.721700332898e+03      -2.721116637343e+03       2.364084389850e-01       2.364084028309e-01 
       2.445598594136e-02       9.178466835655e-02      -2.724629485376e+03      -2.734974050546e+03      -1.716396404476e-01      -1.181780546623e+02      -9.403577738713e+02      -2.166716149250e+03      -2.722871655509e+03      -2.722287709654e+03       2.363484232186e-01       2.363483871036e-01 
       2.446435301357e-02       9.268774757640e-02      -2.725798450010e+03      -2.736153490940e+03      -1.718733507730e-01      -1.181685993300e+02      -9.404977234955e+02      -2.167454191843e+03      -2.724043201519e+03      -2.723459005318e+03       2.362884054337e-01       2.362883693576e-01 
       2.447272258439e-02       9.358770112114e-02      -2.726967633902e+03      -2.737333158658e+03      -1.721417264392e-01      -1.181591327195e+02      -9.406375627382e+02      -2.168192208114e+03      -2.725214971268e+03      -2.724630524675e+03       2.362283856170e-01       2.362283495796e-01 
       2.448109465778e-02       9.448048619596e-02      -2.728137037367e+03      -2.738513054023e+03      -1.724427214841e-01      -1.181496548169e+02      -9.407772915855e+02      -2.168930198147e+03      -2.726386965074e+03      -2.725802268043e+03       2.361683637533e-01       2.361683277542e-01 
       2.448946923771e-02       9.536211780327e-02      -2.729306660747e+03      -2.739693177381e+03      -1.727740855971e-01      -1.181401656075e+02      -9.409169100325e+02      -2.169668162052e+03      -2.727559183281e+03      -2.726974235768e+03       2.361083398295e-01       2.361083038682e-01 
       2.449784632814e-02       9.622859645057e-02      -2.730476504349e+03      -2.740873529046e+03      -1.731334729633e-01      -1.181306650738e+02      -9.410564180618e+02      -2.170406099907e+03      -2.728731626199e+03      -2.728146428161e+03       2.360483138294e-01       2.360482779054e-01 
       2.450622593307e-02       9.707603032944e-02      -2.731646568556e+03      -2.742054109405e+03      -1.735182692818e-01      -1.181211531994e+02      -9.411958156805e+02      -2.171144011850e+03      -2.729904294212e+03      -2.729318845605e+03       2.359882857432e-01       2.359882498559e-01 
