#initialize_cosmoparam: reading param file params_FlowsForTheMassesII_E1.dat
#cosmoparam: n_s=0.96605, sigma_8=0.787637, h=0.6766, Omega_m_0=0.311061, Omega_b_0=0.0489747, Omega_hdm_tot_0=0.00245475, T_CMB_0_K=2.7255, w0_eos_de=-1, wa_eos_de=0
#cosmoparam:HDM: t   Omega_{hdm,t,0}
#cosmoparam:HDM: 0 2.31846875473395306e-05
#cosmoparam:HDM: 1 0.000900764259994611639
#cosmoparam:HDM: 2 0.000394990849467783886
#cosmoparam:HDM: 3 0.000392618492157654434
#cosmoparam:HDM: 4 0.00034306000896659175
#cosmoparam:HDM: 5 0.000166487061210445397
#cosmoparam:HDM: 6 5.87316387750237584e-05
#cosmoparam:HDM: 7 3.11420017597045318e-05
#cosmoparam:HDM: 8 3.10378465187920901e-05
#cosmoparam:HDM: 9 3.23695340423229113e-05
#cosmoparam:HDM: 10 2.95452451853920284e-05
#cosmoparam:HDM: 11 2.31827097980972201e-05
#cosmoparam:HDM: 12 1.54634758829138594e-05
#cosmoparam:HDM: 13 8.52754151416096561e-06
#cosmoparam:HDM: 14 3.64255572467405863e-06
#tau_t_eV: momenta [eV]: 1.51078e-05 7.97737e-05 0.000196822 0.000367537 0.00059384 0.000878438 0.00122503 0.00163861 0.00212598 0.00269658 0.003364 0.00414887 0.00508532 0.00623866 0.0077761
#Pmat0: found norm = 3.12572e+06
#main: allocated C.
#main: linear normalization complete.
#main: allocated mode-coupling integral arrays.
#main: evolved to nl init z=2.000000e+02.
1.000000e-04   1.817651e-02 1.762254e-02 1.708547e-02   1.817651e-02 1.762254e-02 1.708547e-02   1.807195e-02 1.756479e-02 1.707187e-02   1.763504e-02 1.732100e-02 1.701255e-02   1.689544e-02 1.690000e-02 1.690457e-02   1.592676e-02 1.633339e-02 1.675040e-02   1.481053e-02 1.565745e-02 1.655280e-02   1.363223e-02 1.491589e-02 1.632042e-02   1.246611e-02 1.415175e-02 1.606532e-02   1.136735e-02 1.340192e-02 1.580064e-02   1.037017e-02 1.269391e-02 1.553834e-02   9.490227e-03 1.204509e-02 1.528776e-02   8.729126e-03 1.146375e-02 1.505506e-02   8.079180e-03 1.095090e-02 1.484336e-02   7.527029e-03 1.050211e-02 1.465309e-02   7.055223e-03 1.010814e-02 1.448210e-02   6.638149e-03 9.751076e-03 1.432380e-02
1.094889e-04   1.984074e-02 1.923548e-02 1.864869e-02   1.984074e-02 1.923548e-02 1.864869e-02   1.971582e-02 1.916648e-02 1.863243e-02   1.919503e-02 1.887556e-02 1.856140e-02   1.831898e-02 1.837549e-02 1.843216e-02   1.718306e-02 1.770776e-02 1.824848e-02   1.589054e-02 1.691936e-02 1.801479e-02   1.454651e-02 1.606544e-02 1.774298e-02   1.323829e-02 1.519842e-02 1.744878e-02   1.202686e-02 1.436112e-02 1.714843e-02   1.094633e-02 1.358343e-02 1.685583e-02   1.000867e-02 1.288235e-02 1.658112e-02   9.210366e-03 1.226411e-02 1.633034e-02   8.538619e-03 1.172700e-02 1.610594e-02   7.975691e-03 1.126378e-02 1.590743e-02   7.500788e-03 1.086280e-02 1.573174e-02   7.086139e-03 1.050438e-02 1.557152e-02
1.198782e-04   2.165725e-02 2.099592e-02 2.035479e-02   2.165725e-02 2.099592e-02 2.035479e-02   2.150802e-02 2.091347e-02 2.033535e-02   2.088740e-02 2.056637e-02 2.025028e-02   1.985061e-02 1.997273e-02 2.009561e-02   1.852088e-02 1.918695e-02 1.987697e-02   1.702840e-02 1.826952e-02 1.960110e-02   1.550122e-02 1.728954e-02 1.928417e-02   1.404063e-02 1.631009e-02 1.894638e-02   1.271237e-02 1.537998e-02 1.860737e-02   1.154855e-02 1.453073e-02 1.828299e-02   1.055561e-02 1.377789e-02 1.798383e-02   9.723506e-03 1.312464e-02 1.771544e-02   9.033436e-03 1.256573e-02 1.747923e-02   8.462840e-03 1.209062e-02 1.727353e-02   7.987412e-03 1.168496e-02 1.709419e-02   7.577238e-03 1.132721e-02 1.693305e-02
1.312533e-04   2.363992e-02 2.291730e-02 2.221678e-02   2.363992e-02 2.291730e-02 2.221678e-02   2.346166e-02 2.281879e-02 2.219353e-02   2.272228e-02 2.240474e-02 2.209163e-02   2.149639e-02 2.170050e-02 2.190654e-02   1.994275e-02 2.077719e-02 2.164655e-02   1.822452e-02 1.971233e-02 2.132160e-02   1.649632e-02 1.859174e-02 2.095334e-02   1.487383e-02 1.749040e-02 2.056728e-02   1.342580e-02 1.646281e-02 2.018681e-02   1.217994e-02 1.554097e-02 1.982948e-02   1.113502e-02 1.473767e-02 1.950591e-02   1.027305e-02 1.405187e-02 1.922067e-02   9.568382e-03 1.347398e-02 1.897376e-02   8.993273e-03 1.298970e-02 1.876206e-02   8.519821e-03 1.258172e-02 1.858018e-02   8.116028e-03 1.222660e-02 1.841907e-02
1.437078e-04   2.580390e-02 2.501428e-02 2.424882e-02   2.580390e-02 2.501428e-02 2.424882e-02   2.559096e-02 2.489657e-02 2.422103e-02   2.471038e-02 2.440275e-02 2.409894e-02   2.326235e-02 2.356792e-02 2.387750e-02   2.145084e-02 2.248484e-02 2.356868e-02   1.947908e-02 2.125225e-02 2.318684e-02   1.753187e-02 1.997585e-02 2.276053e-02   1.573899e-02 1.874348e-02 2.232152e-02   1.416965e-02 1.761458e-02 2.189705e-02   1.284424e-02 1.662011e-02 2.150598e-02   1.175151e-02 1.576844e-02 2.115843e-02   1.086405e-02 1.505310e-02 2.085741e-02   1.014867e-02 1.445937e-02 2.060107e-02   9.572186e-03 1.396874e-02 2.038464e-02   9.103094e-03 1.356078e-02 2.020134e-02   8.707428e-03 1.321012e-02 2.004120e-02
1.573441e-04   2.816568e-02 2.730281e-02 2.646637e-02   2.816568e-02 2.730281e-02 2.646637e-02   2.791133e-02 2.716218e-02 2.643313e-02   2.686293e-02 2.657333e-02 2.628685e-02   2.515440e-02 2.558451e-02 2.602198e-02   2.304693e-02 2.431633e-02 2.565565e-02   2.079202e-02 2.289385e-02 2.520815e-02   1.860809e-02 2.144597e-02 2.471666e-02   1.663773e-02 2.007403e-02 2.422004e-02   1.494717e-02 1.884108e-02 2.374939e-02   1.354592e-02 1.777496e-02 2.332429e-02   1.241031e-02 1.687782e-02 2.295357e-02   1.150209e-02 1.613646e-02 2.263809e-02   1.077997e-02 1.553026e-02 2.237380e-02   1.020518e-02 1.503613e-02 2.215396e-02   9.742688e-03 1.463045e-02 2.197034e-02   9.356711e-03 1.428598e-02 2.181205e-02
1.722743e-04   3.074323e-02 2.980028e-02 2.888625e-02   3.074323e-02 2.980028e-02 2.888625e-02   3.043944e-02 2.963227e-02 2.884650e-02   2.919171e-02 2.893028e-02 2.867120e-02   2.717822e-02 2.776011e-02 2.835447e-02   2.473237e-02 2.627817e-02 2.792059e-02   2.216314e-02 2.464180e-02 2.739768e-02   1.972551e-02 2.300663e-02 2.683352e-02   1.757235e-02 2.148746e-02 2.627486e-02   1.576235e-02 2.014895e-02 2.575633e-02   1.429022e-02 1.901329e-02 2.529738e-02   1.311731e-02 1.807437e-02 2.490471e-02   1.219333e-02 1.731092e-02 2.457638e-02   1.146845e-02 1.669576e-02 2.430569e-02   1.089829e-02 1.620100e-02 2.408381e-02   1.044445e-02 1.579976e-02 2.390096e-02   1.006953e-02 1.546300e-02 2.374533e-02
1.886212e-04   3.355612e-02 3.252562e-02 3.152678e-02   3.355612e-02 3.252562e-02 3.152678e-02   3.319330e-02 3.232491e-02 3.147924e-02   3.170894e-02 3.148827e-02 3.126913e-02   2.933917e-02 3.010485e-02 3.089051e-02   2.650803e-02 2.837689e-02 3.037751e-02   2.359215e-02 2.650099e-02 2.976848e-02   2.088510e-02 2.466285e-02 2.912393e-02   1.854588e-02 2.299004e-02 2.849915e-02   1.662003e-02 2.154586e-02 2.793160e-02   1.508312e-02 2.034390e-02 2.743955e-02   1.387906e-02 1.936757e-02 2.702654e-02   1.294447e-02 1.858632e-02 2.668717e-02   1.222072e-02 1.796582e-02 2.641175e-02   1.165796e-02 1.747319e-02 2.618917e-02   1.121463e-02 1.707839e-02 2.600812e-02   1.085196e-02 1.675073e-02 2.585590e-02
2.065193e-04   3.662563e-02 3.549944e-02 3.440787e-02   3.662563e-02 3.549944e-02 3.440787e-02   3.619236e-02 3.525968e-02 3.435103e-02   3.442730e-02 3.426284e-02 3.409916e-02   3.164217e-02 3.262908e-02 3.364677e-02   2.837428e-02 3.061905e-02 3.304140e-02   2.507879e-02 2.847652e-02 3.233457e-02   2.208839e-02 2.642034e-02 3.160187e-02   1.956223e-02 2.458896e-02 3.090737e-02   1.752597e-02 2.304057e-02 3.029035e-02   1.593142e-02 2.177665e-02 2.976649e-02   1.470277e-02 2.076794e-02 2.933510e-02   1.376276e-02 1.997340e-02 2.898668e-02   1.304391e-02 1.935116e-02 2.870824e-02   1.249111e-02 1.886334e-02 2.848630e-02   1.205994e-02 1.847682e-02 2.830800e-02   1.171048e-02 1.815944e-02 2.815984e-02
2.261157e-04   3.997494e-02 3.874413e-02 3.755121e-02   3.997494e-02 3.874413e-02 3.755121e-02   3.945758e-02 3.845774e-02 3.748322e-02   3.735976e-02 3.727041e-02 3.718126e-02   3.409155e-02 3.534331e-02 3.664103e-02   3.033100e-02 3.301119e-02 3.592822e-02   2.662294e-02 3.057384e-02 3.511106e-02   2.333767e-02 2.828560e-02 3.428256e-02   2.062628e-02 2.629255e-02 3.351542e-02   1.848682e-02 2.464300e-02 3.284921e-02   1.684270e-02 2.332255e-02 3.229538e-02   1.559631e-02 2.228699e-02 3.184792e-02   1.465601e-02 2.148385e-02 3.149259e-02   1.394562e-02 2.086342e-02 3.121284e-02   1.340511e-02 2.038288e-02 3.099280e-02   1.298752e-02 2.000628e-02 3.081813e-02   1.265206e-02 1.970017e-02 3.067459e-02
2.475716e-04   4.362921e-02 4.228404e-02 4.098035e-02   4.362921e-02 4.228404e-02 4.098035e-02   4.301151e-02 4.194197e-02 4.089903e-02   4.051956e-02 4.052826e-02 4.053696e-02   3.669093e-02 3.825811e-02 3.989224e-02   3.237757e-02 3.555988e-02 3.905498e-02   2.822479e-02 3.279887e-02 3.811422e-02   2.463610e-02 3.026607e-02 3.718262e-02   2.174396e-02 2.811036e-02 3.634076e-02   1.951024e-02 2.636437e-02 3.562642e-02   1.782532e-02 2.499378e-02 3.504503e-02   1.656819e-02 2.393732e-02 3.458407e-02   1.563260e-02 2.313029e-02 3.422403e-02   1.493398e-02 2.251508e-02 3.394466e-02   1.440783e-02 2.204412e-02 3.372771e-02   1.400502e-02 2.167886e-02 3.355746e-02   1.368415e-02 2.138483e-02 3.341901e-02
2.710634e-04   4.761577e-02 4.614561e-02 4.472085e-02   4.761577e-02 4.614561e-02 4.472085e-02   4.687837e-02 4.573708e-02 4.462359e-02   4.392001e-02 4.405449e-02 4.418939e-02   3.944306e-02 4.138405e-02 4.342056e-02   3.451296e-02 3.827170e-02 4.243981e-02   2.988499e-02 3.515809e-02 4.136161e-02   2.598786e-02 3.237030e-02 4.032023e-02   2.292233e-02 3.005325e-02 3.940253e-02   2.060482e-02 2.821721e-02 3.864197e-02   1.888845e-02 2.680372e-02 3.803591e-02   1.762756e-02 2.573258e-02 3.756423e-02   1.670145e-02 2.492634e-02 3.720172e-02   1.601764e-02 2.431956e-02 3.692436e-02   1.550766e-02 2.386024e-02 3.671160e-02   1.512060e-02 2.350753e-02 3.654644e-02   1.481474e-02 2.322619e-02 3.641347e-02
2.967843e-04   5.196429e-02 5.035753e-02 4.880045e-02   5.196429e-02 5.035753e-02 4.880045e-02   5.108410e-02 4.986967e-02 4.868411e-02   4.757434e-02 4.786795e-02 4.816337e-02   4.234967e-02 4.473154e-02 4.724737e-02   3.673577e-02 4.115327e-02 4.610198e-02   3.160485e-02 3.765873e-02 4.487223e-02   2.739830e-02 3.460814e-02 4.371524e-02   2.416958e-02 3.213356e-02 4.272172e-02   2.178011e-02 3.021541e-02 4.191765e-02   2.004198e-02 2.876697e-02 4.129025e-02   1.878422e-02 2.768752e-02 4.081079e-02   1.787205e-02 2.688660e-02 4.044804e-02   1.720577e-02 2.629122e-02 4.017423e-02   1.671348e-02 2.584534e-02 3.996664e-02   1.634293e-02 2.550618e-02 3.980715e-02   1.605234e-02 2.523799e-02 3.967994e-02
3.249459e-04   5.670690e-02 5.495087e-02 5.324922e-02   5.670690e-02 5.495087e-02 5.324922e-02   5.565645e-02 5.436835e-02 5.311006e-02   5.149551e-02 5.198814e-02 5.248549e-02   4.541132e-02 4.831073e-02 5.139526e-02   3.904438e-02 4.421132e-02 5.006203e-02   3.338654e-02 4.030892e-02 4.866660e-02   2.887404e-02 3.699083e-02 4.738934e-02   2.549507e-02 3.436513e-02 4.632121e-02   2.304659e-02 3.237427e-02 4.547716e-02   2.129657e-02 3.089936e-02 4.483212e-02   2.004856e-02 2.981797e-02 4.434789e-02   1.915444e-02 2.902667e-02 4.398707e-02   1.850808e-02 2.844540e-02 4.371822e-02   1.803475e-02 2.801450e-02 4.351667e-02   1.768126e-02 2.768968e-02 4.336332e-02   1.740605e-02 2.743491e-02 4.324210e-02
3.557796e-04   6.187841e-02 5.995929e-02 5.809969e-02   6.187841e-02 5.995929e-02 5.809969e-02   6.062498e-02 5.926382e-02 5.793322e-02   5.569594e-02 5.643510e-02 5.718408e-02   4.862726e-02 5.213139e-02 5.588804e-02   4.143705e-02 4.745273e-02 5.434176e-02   3.523326e-02 4.311788e-02 5.276695e-02   3.042299e-02 3.953117e-02 5.136619e-02   2.690931e-02 3.676337e-02 5.022594e-02   2.441561e-02 3.471047e-02 4.934617e-02   2.266354e-02 3.321793e-02 4.868748e-02   2.143157e-02 3.214085e-02 4.820152e-02   2.055924e-02 3.136320e-02 4.784468e-02   1.993484e-02 3.079840e-02 4.758209e-02   1.948147e-02 3.038379e-02 4.738731e-02   1.914541e-02 3.007388e-02 4.724048e-02   1.888554e-02 2.983267e-02 4.712537e-02
